prbiotic_ID,ICD_ID,Weight
11860,5900,1
11860,5911,1
11860,5917,1
11860,5922,1
11860,5923,1
11860,5929,1
11860,5937,1
11860,5938,1
11860,5943,1
11860,5948,1
11860,5949,1
11860,5950,1
11860,5955,1
11860,5959,1
11860,5963,1
11860,5968,1
11860,5969,1
11860,5977,1
11860,5983,1
11860,5990,1
11860,5991,1
11860,5996,1
11860,6001,1
11860,6009,1
11860,6010,1
11860,6016,1
11860,6021,1
11860,6029,1
11860,6035,1
11860,6041,1
11860,6046,1
11860,6051,1
11860,6056,1
11860,6066,1
11860,6075,1
11860,6082,1
11860,6088,1
11860,6089,1
11860,6096,1
11860,6100,1
11860,6108,1
11860,6111,1
11860,6112,1
11860,6118,1
11860,6127,1
11860,6130,1
11860,6134,1
11860,6138,1
11860,6139,1
11860,6149,1
11860,6150,1
11860,6155,1
11860,6164,1
11860,6167,1
11860,6177,1
11860,6187,1
11860,6196,1
11860,6207,1
11860,6214,1
11860,6224,1
11860,6225,1
11860,6229,1
11860,6237,1
11860,6247,1
11860,6257,1
11860,6264,1
11860,6272,1
11860,6277,1
11860,6287,1
11860,6293,1
11860,6294,1
11860,6300,1
11860,6307,1
11861,4273,1
11861,4284,1
11861,4287,1
11861,4293,1
11861,4304,1
11861,4315,1
11861,4323,1
11861,4330,1
11861,4339,1
11861,4344,1
11861,4355,1
11861,4360,1
11861,4369,1
11861,4379,1
11861,4383,1
11861,4386,1
11861,4397,1
11861,4398,1
11861,4408,1
11861,4418,1
11861,4428,1
11861,4438,1
11861,4448,1
11861,4449,1
11861,4460,1
11861,4464,1
11861,4465,1
11861,4466,1
11861,4473,1
11861,4480,1
11861,4487,1
11861,4491,1
11861,4501,1
11861,4505,1
11861,4509,1
11861,4513,1
11861,4518,1
11861,4526,1
11861,4533,1
11861,4540,1
11861,4549,1
11861,4558,1
11861,4564,1
11861,4572,1
11861,4579,1
11861,4585,1
11861,4596,1
11861,4605,1
11861,4614,1
11861,4622,1
11861,4627,1
11861,4628,1
11861,4631,1
11861,4638,1
11861,4649,1
11861,4653,1
11861,4659,1
11861,4667,1
11861,4675,1
11861,4686,1
11861,4687,1
11861,4697,1
11861,4702,1
11861,4710,1
11861,4719,1
11861,4726,1
11861,4733,1
11861,4734,1
11861,4742,1
11861,4751,1
11861,69,1
11861,4566,1
11861,7117,1
11861,2354,1
11861,4566,1
11861,536,1
11861,2432,1
11861,2434,1
11861,2436,1
11861,2438,1
11861,2439,1
11861,2440,1
11861,2447,1
11861,2451,1
11861,2452,1
11861,2456,1
11861,2460,1
11861,2464,1
11861,2468,1
11861,2472,1
11861,2476,1
11861,2480,1
11861,2482,1
11861,2486,1
11861,2490,1
11861,2498,1
11861,2499,1
11861,2500,1
11861,2501,1
11861,2502,1
11861,2507,1
11861,2508,1
11861,2509,1
11861,2516,1
11861,2527,1
11861,2536,1
11861,2544,1
11861,2549,1
11861,2550,1
11861,2556,1
11861,2562,1
11861,2568,1
11861,2574,1
11861,2584,1
11861,2591,1
11861,2596,1
11861,2601,1
11861,2609,1
11861,2619,1
11861,2620,1
11861,2621,1
11861,2628,1
11861,2629,1
11861,2640,1
11861,2647,1
11861,2653,1
11861,2662,1
11861,2663,1
11861,2666,1
11861,2667,1
11861,2668,1
11861,2669,1
11861,2670,1
11861,2671,1
11861,2672,1
11861,2673,1
11861,2680,1
11861,2685,1
11861,2686,1
11861,2693,1
11861,2694,1
11861,2695,1
11861,2701,1
11861,2708,1
11861,2712,1
11861,2718,1
11861,2724,1
11861,2733,1
11861,31,1
11861,69,1
11861,4566,1
11861,4828,1
11861,4566,1
11861,5804,1
11861,5815,1
11861,5826,1
11861,5837,1
11861,5848,1
11861,5859,1
11861,5870,1
11861,5881,1
11861,5892,1
11861,5893,1
11861,5894,1
11861,5899,1
11861,5900,1
11861,5911,1
11861,5917,1
11861,5922,1
11861,5923,1
11861,5929,1
11861,5937,1
11861,5938,1
11861,5943,1
11861,5948,1
11861,5949,1
11861,5950,1
11861,5955,1
11861,5959,1
11861,5963,1
11861,5968,1
11861,5969,1
11861,5977,1
11861,5983,1
11861,5990,1
11861,5991,1
11861,5996,1
11861,6001,1
11861,6009,1
11861,6010,1
11861,6016,1
11861,6021,1
11861,6029,1
11861,6035,1
11861,6041,1
11861,6046,1
11861,6051,1
11861,6056,1
11861,6066,1
11861,6075,1
11861,6082,1
11861,6088,1
11861,6089,1
11861,6096,1
11861,6100,1
11861,6108,1
11861,6111,1
11861,6112,1
11861,6118,1
11861,6127,1
11861,6130,1
11861,6134,1
11861,6138,1
11861,6139,1
11861,6149,1
11861,6150,1
11861,6155,1
11861,6164,1
11861,6167,1
11861,6177,1
11861,6187,1
11861,6196,1
11861,6207,1
11861,6214,1
11861,6224,1
11861,6225,1
11861,6229,1
11861,6237,1
11861,6247,1
11861,6257,1
11861,6264,1
11861,6272,1
11861,6277,1
11861,6287,1
11861,6293,1
11861,6294,1
11861,6300,1
11861,6307,1
11861,3987,1
11861,0,1
11861,4,1
11861,10,1
11861,16,1
11861,23,1
11861,34,1
11861,43,1
11861,54,1
11861,62,1
11861,69,1
11861,70,1
11861,78,1
11861,83,1
11861,93,1
11861,99,1
11861,107,1
11861,115,1
11861,122,1
11861,129,1
11861,135,1
11861,139,1
11861,144,1
11861,148,1
11861,154,1
11861,163,1
11861,169,1
11861,175,1
11861,176,1
11861,177,1
11861,178,1
11861,185,1
11861,190,1
11861,195,1
11861,204,1
11861,210,1
11861,219,1
11861,226,1
11861,231,1
11861,236,1
11861,237,1
11861,245,1
11861,252,1
11861,262,1
11861,270,1
11861,278,1
11861,281,1
11861,291,1
11861,292,1
11861,299,1
11861,300,1
11861,301,1
11861,305,1
11861,309,1
11861,312,1
11861,313,1
11861,314,1
11861,325,1
11861,331,1
11861,335,1
11861,341,1
11861,342,1
11861,346,1
11861,350,1
11861,356,1
11861,364,1
11861,365,1
11861,370,1
11861,377,1
11861,383,1
11861,387,1
11861,397,1
11861,402,1
11861,407,1
11861,408,1
11861,414,1
11861,418,1
11861,419,1
11861,420,1
11861,421,1
11861,430,1
11861,435,1
11861,436,1
11861,440,1
11861,446,1
11861,454,1
11861,4015,1
11861,2016,1
11861,2021,1
11861,2026,1
11861,2027,1
11861,2036,1
11861,2042,1
11861,2050,1
11861,2058,1
11861,2063,1
11861,2073,1
11861,2083,1
11861,2092,1
11861,2102,1
11861,2112,1
11861,2113,1
11861,2121,1
11861,2126,1
11861,2133,1
11861,2139,1
11861,2146,1
11861,2154,1
11861,2158,1
11861,2163,1
11861,2172,1
11861,2179,1
11861,2184,1
11861,2189,1
11861,2195,1
11861,2200,1
11861,2209,1
11861,2210,1
11861,2214,1
11861,2215,1
11861,2216,1
11861,2217,1
11861,2218,1
11861,2221,1
11861,2222,1
11861,2223,1
11861,2234,1
11861,2239,1
11861,2240,1
11861,2245,1
11861,2246,1
11861,2249,1
11861,2254,1
11861,2255,1
11861,2256,1
11861,2257,1
11861,2268,1
11861,2273,1
11861,2280,1
11861,2281,1
11861,2288,1
11861,2294,1
11861,2295,1
11861,2304,1
11861,2311,1
11861,2320,1
11861,2325,1
11861,2333,1
11861,2341,1
11861,2348,1
11861,2353,1
11861,2364,1
11861,2370,1
11861,2379,1
11861,2388,1
11861,2393,1
11861,2401,1
11861,2405,1
11861,2415,1
11861,2423,1
11861,4571,1
11862,7117,1
11862,69,1
11862,4566,1
11862,8171,1
11862,4558,1
11862,4828,1
11862,4273,1
11862,4284,1
11862,4287,1
11862,4293,1
11862,4304,1
11862,4315,1
11862,4323,1
11862,4330,1
11862,4339,1
11862,4344,1
11862,4355,1
11862,4360,1
11862,4369,1
11862,4379,1
11862,4383,1
11862,4386,1
11862,4397,1
11862,4398,1
11862,4408,1
11862,4418,1
11862,4428,1
11862,4438,1
11862,4448,1
11862,4449,1
11862,4460,1
11862,4464,1
11862,4465,1
11862,4466,1
11862,4473,1
11862,4480,1
11862,4487,1
11862,4491,1
11862,4501,1
11862,4505,1
11862,4509,1
11862,4513,1
11862,4518,1
11862,4526,1
11862,4533,1
11862,4540,1
11862,4549,1
11862,4558,1
11862,4564,1
11862,4572,1
11862,4579,1
11862,4585,1
11862,4596,1
11862,4605,1
11862,4614,1
11862,4622,1
11862,4627,1
11862,4628,1
11862,4631,1
11862,4638,1
11862,4649,1
11862,4653,1
11862,4659,1
11862,4667,1
11862,4675,1
11862,4686,1
11862,4687,1
11862,4697,1
11862,4702,1
11862,4710,1
11862,4719,1
11862,4726,1
11862,4733,1
11862,4734,1
11862,4742,1
11862,4751,1
11862,5804,1
11862,5815,1
11862,5826,1
11862,5837,1
11862,5848,1
11862,5859,1
11862,5870,1
11862,5881,1
11862,5892,1
11862,5893,1
11862,5894,1
11862,5899,1
11862,5900,1
11862,5911,1
11862,5917,1
11862,5922,1
11862,5923,1
11862,5929,1
11862,5937,1
11862,5938,1
11862,5943,1
11862,5948,1
11862,5949,1
11862,5950,1
11862,5955,1
11862,5959,1
11862,5963,1
11862,5968,1
11862,5969,1
11862,5977,1
11862,5983,1
11862,5990,1
11862,5991,1
11862,5996,1
11862,6001,1
11862,6009,1
11862,6010,1
11862,6016,1
11862,6021,1
11862,6029,1
11862,6035,1
11862,6041,1
11862,6046,1
11862,6051,1
11862,6056,1
11862,6066,1
11862,6075,1
11862,6082,1
11862,6088,1
11862,6089,1
11862,6096,1
11862,6100,1
11862,6108,1
11862,6111,1
11862,6112,1
11862,6118,1
11862,6127,1
11862,6130,1
11862,6134,1
11862,6138,1
11862,6139,1
11862,6149,1
11862,6150,1
11862,6155,1
11862,6164,1
